date,temp,temp_highest,temp_lowest,cloud,rainfall,temp_5,temp_highest_5,temp_lowest_5,cloud_5,rainfall_5,temp_10,temp_highest_10,temp_lowest_10,cloud_10,rainfall_10,temp_15,temp_highest_15,temp_lowest_15,cloud_15,rainfall_15,temp_20,temp_highest_20,temp_lowest_20,cloud_20,rainfall_20,temp_25,temp_highest_25,temp_lowest_25,cloud_25,rainfall_25,temp_30,temp_highest_30,temp_lowest_30,cloud_30,rainfall_30
2008-01-01,-6.3,-3.2,-8.5,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-02,-3.4,0.8,-7.4,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-03,0.9,6.6,-3.0,3.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-04,-0.3,3.7,-4.0,3.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-05,1.6,6.1,-2.4,1.9,NaN,-7.5,14.0,-25.299999999999997,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-06,4.1,7.3,0.6,8.5,NaN,2.9,24.5,-16.2,18.299999999999997,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-07,2.8,6.4,0.4,7.4,NaN,9.1,30.1,-8.4,24.700000000000003,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-08,1.8,5.6,-1.8,8.6,NaN,10.0,29.1,-7.2,29.700000000000003,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-09,0.9,3.7,-1.3,6.1,NaN,11.200000000000001,29.099999999999998,-4.5,32.5,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-10,0.1,4.3,-3.5,4.3,NaN,9.7,27.299999999999997,-5.6,34.9,0.0,2.1999999999999993,41.3,-30.9,45.3,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-11,0.6,2.0,-1.7,10.0,6.7,6.199999999999999,22.0,-7.9,36.400000000000006,6.7,9.1,46.5,-24.1,54.699999999999996,6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-12,0.9,4.4,-4.5,7.3,NaN,4.300000000000001,20.0,-12.799999999999999,36.3,6.7,13.399999999999999,50.1,-21.2,61.0,6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-13,-4.3,-1.1,-8.5,5.8,NaN,-1.7999999999999998,13.3,-19.5,33.5,6.7,8.2,42.4,-26.700000000000003,63.199999999999996,6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-14,-2.7,1.5,-5.1,0.6,NaN,-5.4,11.1,-23.299999999999997,28.000000000000004,6.7,5.8,40.199999999999996,-27.799999999999997,60.49999999999999,6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-15,-4.2,-0.4,-7.1,3.3,NaN,-9.7,6.4,-26.9,27.000000000000004,6.7,-8.881784197001252e-16,33.7,-32.5,61.9,6.7,-7.500000000000001,47.699999999999996,-57.800000000000004,72.29999999999998,6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-16,-7.1,-3.0,-9.5,0.0,NaN,-17.4,1.4000000000000004,-34.7,17.0,0.0,-11.2,23.400000000000002,-42.6,53.39999999999999,6.7,-8.3,47.9,-58.800000000000004,71.69999999999999,6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-17,-7.2,-3.9,-11.1,6.5,NaN,-25.499999999999996,-6.9,-41.3,16.2,0.0,-21.2,13.1,-54.1,52.5,6.7,-12.100000000000001,43.2,-62.5,77.19999999999999,6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-18,-4.8,-0.7,-8.6,2.0,NaN,-26.0,-6.5,-41.4,12.4,0.0,-27.8,6.8,-60.900000000000006,45.9,6.7,-17.8,35.9,-68.10000000000001,75.6,6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-19,-2.2,1.5,-6.9,7.9,NaN,-25.5,-6.5,-43.2,19.700000000000003,0.0,-30.900000000000002,4.599999999999999,-66.5,47.699999999999996,6.7,-19.7,33.699999999999996,-71.0,80.19999999999999,6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-20,2.3,5.3,-1.6,8.9,NaN,-19.0,-0.8000000000000007,-37.7,25.299999999999997,0.0,-28.7,5.6000000000000005,-64.6,52.3,6.7,-19.0,32.900000000000006,-70.2,87.20000000000002,6.7,-26.5,46.9,-95.5,97.60000000000001,6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-21,1.3,3.8,-0.7,8.8,4.5,-10.599999999999998,6.0,-28.900000000000002,34.099999999999994,4.5,-28.0,7.3999999999999995,-63.6,51.099999999999994,4.5,-21.799999999999997,29.400000000000006,-71.5,87.5,11.2,-18.9,53.89999999999999,-87.7,105.8,11.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-22,0.7,1.5,-0.3,9.9,6.5,-2.7,11.399999999999999,-18.1,37.5,11.0,-28.200000000000003,4.5,-59.400000000000006,53.699999999999996,11.0,-23.9,24.5,-72.2,90.0,17.7,-14.799999999999997,54.599999999999994,-80.6,114.7,17.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-23,-2.8,0.8,-8.3,1.8,NaN,-0.7000000000000002,12.9,-17.8,37.3,11.0,-26.700000000000003,6.3999999999999995,-59.19999999999999,49.699999999999996,11.0,-28.5,19.700000000000003,-78.7,83.2,17.7,-18.5,48.8,-85.89999999999999,112.9,17.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-24,-7.5,-3.7,-10.9,0.0,NaN,-6.0,7.7,-21.8,29.400000000000002,11.0,-31.500000000000004,1.1999999999999993,-65.0,49.099999999999994,11.0,-36.900000000000006,12.3,-88.3,77.1,17.7,-25.7,41.39999999999999,-92.8,109.6,17.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-25,-5.9,-1.6,-9.7,2.8,NaN,-14.200000000000001,0.7999999999999994,-29.900000000000002,23.300000000000004,11.0,-33.2,-2.220446049250313e-15,-67.6,48.6,11.0,-42.9,6.4,-94.5,75.6,17.7,-33.2,33.699999999999996,-100.10000000000001,110.5,17.7,-40.699999999999996,47.699999999999996,-125.4,120.89999999999999,17.7,NaN,NaN,NaN,NaN,NaN
2008-01-26,-2.7,1.8,-7.0,1.0,NaN,-18.2,-1.2000000000000004,-36.2,15.5,6.5,-28.8,4.8,-65.10000000000001,49.6,11.0,-46.2,6.199999999999998,-99.80000000000001,66.6,11.0,-40.00000000000001,28.2,-107.7,102.99999999999999,17.7,-37.10000000000001,52.7,-123.9,121.3,17.7,NaN,NaN,NaN,NaN,NaN
2008-01-27,-1.4,4.4,-5.8,0.9,NaN,-20.3,1.7000000000000002,-41.7,6.5,0.0,-22.999999999999996,13.1,-59.8,44.0,11.0,-48.5,6.2,-101.10000000000001,60.19999999999999,11.0,-44.2,26.199999999999996,-113.9,96.5,17.7,-35.1,56.3,-122.3,121.2,17.7,NaN,NaN,NaN,NaN,NaN
2008-01-28,-0.8,2.3,-3.2,8.1,NaN,-18.3,3.1999999999999993,-36.6,12.8,0.0,-19.000000000000004,16.099999999999998,-54.400000000000006,50.1,11.0,-45.0,9.6,-95.8,62.49999999999999,11.0,-46.8,22.899999999999995,-115.3,95.99999999999999,17.7,-36.8,52.0,-122.50000000000001,125.69999999999999,17.7,NaN,NaN,NaN,NaN,NaN
2008-01-29,-0.2,3.5,-2.9,4.4,NaN,-11.000000000000002,10.4,-28.599999999999998,17.200000000000003,0.0,-17.0,18.099999999999998,-50.40000000000001,46.60000000000001,11.0,-42.50000000000001,11.6,-93.60000000000001,66.3,11.0,-47.900000000000006,22.700000000000003,-116.9,94.30000000000001,17.7,-36.7,51.8,-121.4,126.80000000000001,17.7,NaN,NaN,NaN,NaN,NaN
2008-01-30,-2.2,0.0,-5.0,3.6,0.0,-7.3,12.0,-23.9,18.0,0.0,-21.5,12.8,-53.800000000000004,41.300000000000004,11.0,-40.50000000000001,11.999999999999998,-91.5,66.6,11.0,-50.2,18.4,-118.39999999999999,93.6,17.7,-40.50000000000001,45.7,-124.0,128.5,17.7,-48.0,59.69999999999999,-149.3,138.9,17.7
2008-01-31,-4.2,-0.5,-6.9,0.0,NaN,-8.8,9.7,-23.799999999999997,17.0,0.0,-27.0,8.5,-60.0,32.5,6.5,-37.6,14.5,-88.90000000000002,66.6,11.0,-55.000000000000014,15.899999999999999,-123.60000000000001,83.6,11.0,-48.800000000000004,37.9,-131.5,119.99999999999999,17.7,-45.90000000000001,62.4,-147.70000000000002,138.3,17.7
2008-02-01,-3.3,1.6,-7.5,2.0,NaN,-10.7,6.9,-25.5,18.1,0.0,-31.000000000000004,8.6,-67.2,24.6,0.0,-33.699999999999996,20.0,-85.30000000000001,62.1,11.0,-59.20000000000001,13.1,-126.6,78.30000000000001,11.0,-54.89999999999999,33.1,-139.4,114.6,17.7,-45.800000000000004,63.199999999999996,-147.8,139.3,17.7
2008-02-02,-1.1,3.1,-5.2,2.4,NaN,-11.0,7.699999999999999,-27.5,12.4,0.0,-29.3,10.899999999999999,-64.10000000000001,25.2,0.0,-30.000000000000004,23.8,-81.9,62.5,11.0,-56.00000000000001,17.3,-123.3,74.9,11.0,-57.800000000000004,30.6,-142.8,108.4,17.7,-47.800000000000004,59.7,-150.00000000000003,138.1,17.7
2008-02-03,-0.7,2.5,-2.7,4.0,NaN,-11.499999999999998,6.7,-27.299999999999997,12.0,0.0,-22.500000000000004,17.1,-55.900000000000006,29.2,0.0,-28.5,24.8,-77.70000000000002,58.60000000000001,11.0,-54.00000000000001,18.3,-120.9,78.30000000000001,11.0,-59.400000000000006,29.4,-144.2,106.29999999999998,17.7,-48.20000000000001,58.5,-148.7,138.8,17.7
2008-02-04,-2.7,1.2,-5.1,0.5,NaN,-12.0,7.9,-27.4,8.9,0.0,-19.3,19.9,-51.300000000000004,26.9,0.0,-33.5,20.7,-81.2,50.2,11.0,-52.50000000000001,19.9,-118.9,75.5,11.0,-62.2,26.299999999999997,-145.79999999999998,102.5,17.7,-52.500000000000014,53.60000000000001,-151.39999999999998,137.4,17.7
2008-02-05,-3.4,0.7,-7.1,4.4,NaN,-11.200000000000001,9.1,-27.6,13.3,0.0,-20.0,18.799999999999997,-51.400000000000006,30.299999999999997,0.0,-38.2,17.599999999999998,-87.6,45.8,6.5,-48.80000000000001,23.6,-116.5,79.90000000000002,11.0,-66.2,24.999999999999996,-151.2,96.9,11.0,-60.00000000000001,47.00000000000001,-159.09999999999997,133.29999999999998,17.7
2008-02-06,-3.2,1.3,-6.2,1.4,NaN,-11.100000000000001,8.8,-26.3,12.700000000000001,0.0,-21.8,15.7,-51.800000000000004,30.799999999999997,0.0,-42.10000000000001,17.4,-93.5,37.3,0.0,-44.800000000000004,28.799999999999997,-111.6,74.80000000000001,11.0,-70.3,21.9,-152.89999999999998,91.00000000000001,11.0,-66.0,41.900000000000006,-165.69999999999996,127.30000000000001,17.7
2008-02-07,-3.9,0.8,-7.9,0.1,NaN,-13.9,6.5,-29.0,10.4,0.0,-24.9,14.200000000000001,-56.50000000000001,22.8,0.0,-43.2,17.4,-93.10000000000001,35.6,0.0,-43.900000000000006,30.3,-110.89999999999999,72.9,11.0,-69.9,23.8,-152.29999999999998,85.29999999999998,11.0,-71.70000000000002,37.1,-171.79999999999998,118.80000000000001,17.7
2008-02-08,-2.7,1.5,-7.5,4.1,0.0,-15.900000000000002,5.5,-33.8,10.5,0.0,-27.4,12.200000000000001,-61.1,22.5,0.0,-38.400000000000006,22.6,-89.70000000000002,39.7,0.0,-44.400000000000006,30.3,-111.49999999999999,69.1,11.0,-69.9,23.799999999999997,-154.7,88.80000000000001,11.0,-75.30000000000003,34.89999999999999,-177.99999999999997,116.79999999999998,17.7
2008-02-09,-1.9,0.7,-3.5,3.1,0.0,-15.1,5.0,-32.2,13.1,0.0,-27.099999999999998,12.899999999999999,-59.6,22.0,0.0,-34.4,24.9,-83.50000000000001,40.0,0.0,-48.60000000000001,25.700000000000003,-113.4,63.30000000000001,11.0,-67.60000000000001,24.900000000000002,-151.1,88.6,11.0,-77.30000000000003,31.299999999999997,-177.99999999999997,115.6,17.7
2008-02-10,-1.3,3.4,-5.3,4.5,NaN,-13.000000000000002,7.699999999999999,-30.400000000000002,13.2,0.0,-24.2,16.799999999999997,-58.0,26.5,0.0,-32.99999999999999,26.499999999999996,-81.80000000000001,43.5,0.0,-51.2,25.299999999999997,-118.0,59.00000000000001,6.5,-61.8,31.299999999999997,-146.9,93.10000000000001,11.0,-79.20000000000002,32.699999999999996,-181.6,110.1,11.0
2008-02-11,-0.9,4.0,-4.0,4.8,NaN,-10.700000000000001,10.4,-28.2,16.599999999999998,0.0,-21.799999999999997,19.200000000000003,-54.5,29.3,0.0,-32.5,26.099999999999998,-80.0,47.4,0.0,-52.8,27.8,-121.7,53.9,0.0,-55.5,39.2,-139.8,91.39999999999999,11.0,-81.00000000000001,32.3,-181.1,107.6,11.0
2008-02-12,-6.9,-3.3,-9.7,0.8,NaN,-13.7,6.3,-30.0,17.3,0.0,-27.6,12.8,-59.0,27.700000000000003,0.0,-38.599999999999994,20.5,-86.5,40.099999999999994,0.0,-56.9,23.699999999999996,-123.1,52.9,0.0,-57.6,36.6,-140.89999999999998,90.2,11.0,-83.60000000000002,30.099999999999998,-182.29999999999998,102.59999999999997,11.0
2008-02-13,-5.8,-1.1,-10.1,0.0,NaN,-16.8,3.6999999999999997,-32.6,13.2,0.0,-32.699999999999996,9.200000000000001,-66.39999999999999,23.7,0.0,-44.199999999999996,15.9,-93.69999999999999,35.699999999999996,0.0,-55.199999999999996,26.299999999999997,-122.29999999999998,52.89999999999999,0.0,-61.199999999999996,34.0,-144.1,82.3,11.0,-86.70000000000002,27.499999999999993,-187.29999999999998,102.0,11.0
2008-02-14,-2.1,2.7,-7.0,0.9,NaN,-17.000000000000004,5.700000000000001,-36.1,11.000000000000002,0.0,-32.1,10.7,-68.30000000000001,24.099999999999998,0.0,-44.099999999999994,18.599999999999998,-95.7,33.0,0.0,-51.4,30.599999999999994,-119.6,50.99999999999999,0.0,-65.6,31.400000000000002,-149.5,74.30000000000001,11.0,-84.60000000000001,30.599999999999994,-187.2,99.6,11.0
2008-02-15,-3.5,0.2,-6.2,0.3,NaN,-19.200000000000003,2.5000000000000004,-37.0,6.8,0.0,-32.2,10.2,-67.4,20.0,0.0,-43.4,19.299999999999994,-95.0,33.3,0.0,-52.2,28.999999999999996,-118.8,50.29999999999999,0.0,-70.4,27.8,-155.0,65.8,6.5,-80.99999999999999,33.8,-183.89999999999998,99.9,11.0
2008-02-16,-3.4,1.2,-7.4,0.1,NaN,-21.699999999999996,-0.30000000000000027,-40.4,2.1,0.0,-32.4,10.099999999999998,-68.60000000000001,18.7,0.0,-43.49999999999999,18.900000000000002,-94.9,31.400000000000002,0.0,-54.2,25.799999999999997,-120.4,49.5,0.0,-74.5,27.500000000000004,-162.1,56.0,0.0,-77.2,38.90000000000001,-180.2,93.49999999999999,11.0
2008-02-17,-2.3,2.2,-5.5,0.0,NaN,-17.1,5.2,-36.2,1.3,0.0,-30.799999999999997,11.5,-66.19999999999999,18.6,0.0,-44.699999999999996,18.0,-95.2,29.000000000000004,0.0,-55.7,25.699999999999996,-122.7,41.4,0.0,-73.99999999999999,28.900000000000002,-159.3,54.2,0.0,-74.7,41.80000000000001,-177.09999999999997,91.5,11.0
2008-02-18,-1.5,4.0,-5.8,3.1,NaN,-12.8,10.3,-31.900000000000002,4.4,0.0,-29.6,14.0,-64.5,17.6,0.0,-45.49999999999999,19.5,-98.3,28.1,0.0,-57.0,26.2,-125.6,40.1,0.0,-68.0,36.6,-154.20000000000002,57.300000000000004,0.0,-74.0,44.30000000000001,-176.0,86.69999999999999,11.0
2008-02-19,0.5,5.2,-5.1,0.6,NaN,-10.2,12.8,-30.0,4.1,0.0,-27.199999999999996,18.5,-66.1,15.100000000000001,0.0,-42.3,23.499999999999996,-98.30000000000001,28.200000000000003,0.0,-54.3,31.4,-125.69999999999999,37.1,0.0,-61.599999999999994,43.400000000000006,-149.6,55.1,0.0,-75.8,44.20000000000001,-179.5,78.39999999999999,11.0
2008-02-20,2.7,7.6,-0.5,0.8,NaN,-3.999999999999999,20.200000000000003,-24.299999999999997,4.6000000000000005,0.0,-23.2,22.700000000000003,-61.300000000000004,11.4,0.0,-36.199999999999996,30.4,-91.7,24.600000000000005,0.0,-47.39999999999999,39.5,-119.3,37.900000000000006,0.0,-56.2,49.2,-143.10000000000002,54.89999999999999,0.0,-74.4,48.00000000000001,-179.3,70.39999999999998,6.5
2008-02-21,4.4,9.6,-1.2,2.4,NaN,3.8000000000000007,28.6,-18.099999999999998,6.9,0.0,-17.9,28.299999999999997,-58.5,9.0,0.0,-28.599999999999994,38.699999999999996,-86.7,25.6,0.0,-39.699999999999996,47.5,-113.0,38.3,0.0,-50.4,54.400000000000006,-138.5,56.4,0.0,-70.69999999999999,56.10000000000001,-180.2,62.9,0.0
2008-02-22,5.9,10.5,1.2,6.6,1.0,12.0,36.9,-11.399999999999999,13.5,1.0,-5.1,42.1,-47.6,14.799999999999999,1.0,-18.799999999999997,48.4,-77.59999999999998,32.1,1.0,-32.7,54.9,-106.6,42.5,1.0,-43.699999999999996,62.599999999999994,-134.10000000000002,54.9,1.0,-61.99999999999998,65.80000000000001,-170.70000000000002,67.7,1.0
2008-02-23,-2.6,1.2,-4.5,0.6,NaN,10.9,34.1,-10.1,10.999999999999998,1.0,-1.8999999999999981,44.400000000000006,-42.0,15.4,1.0,-18.700000000000003,48.1,-74.6,28.6,1.0,-34.6,53.60000000000001,-108.39999999999999,39.099999999999994,1.0,-46.1,60.3,-135.7,51.1,1.0,-57.1,70.7,-164.3,68.3,1.0
2008-02-24,-1.5,4.4,-7.2,0.5,NaN,8.9,33.3,-12.2,10.9,1.0,-1.2999999999999994,46.10000000000001,-42.2,15.0,1.0,-18.299999999999994,51.800000000000004,-78.3,26.0,1.0,-33.400000000000006,56.800000000000004,-110.5,39.1,1.0,-45.400000000000006,64.7,-137.89999999999998,47.99999999999999,1.0,-52.699999999999996,76.70000000000002,-161.79999999999998,65.99999999999999,1.0
2008-02-25,-0.9,2.5,-3.1,7.8,6.6,5.300000000000001,28.200000000000003,-14.799999999999999,17.9,7.6,1.3000000000000012,48.4,-39.1,22.5,7.6,-17.899999999999995,50.900000000000006,-76.10000000000001,29.3,7.6,-30.9,58.6,-106.5,42.5,7.6,-42.1,67.7,-134.1,55.8,7.6,-50.900000000000006,77.40000000000002,-157.9,72.79999999999998,7.6
2008-02-26,-1.1,1.2,-2.5,4.4,7.4,-0.19999999999999984,19.8,-16.1,19.9,15.0,3.600000000000001,48.400000000000006,-34.2,26.799999999999997,15.0,-18.099999999999998,48.1,-74.6,28.9,15.0,-28.8,58.50000000000001,-102.8,45.49999999999999,15.0,-39.9,67.3,-129.10000000000002,58.199999999999996,15.0,-50.6,74.20000000000002,-154.6,76.3,15.0
2008-02-27,1.1,6.1,-4.2,0.0,NaN,-5.0,15.4,-21.499999999999996,13.3,14.0,7.0,52.300000000000004,-32.9,26.799999999999997,15.0,-10.1,57.50000000000001,-69.10000000000001,28.1,15.0,-23.799999999999997,63.800000000000004,-99.1,45.39999999999999,15.0,-37.7,70.3,-128.1,55.8,15.0,-48.699999999999996,78.0,-155.6,68.2,15.0
2008-02-28,3.1,8.4,-2.3,2.4,NaN,0.7000000000000002,22.6,-19.3,15.100000000000001,14.0,11.6,56.7,-29.4,26.099999999999998,15.0,-1.1999999999999988,67.00000000000001,-61.300000000000004,30.5,15.0,-17.999999999999996,70.7,-93.89999999999999,43.699999999999996,15.0,-33.9,76.2,-127.7,54.199999999999996,15.0,-45.4,82.9,-154.99999999999997,66.2,15.0
2008-02-29,4.6,9.8,1.7,4.5,NaN,6.8,28.000000000000004,-10.400000000000002,19.1,14.0,15.7,61.3,-22.6,30.0,15.0,5.5,74.10000000000001,-52.6,34.1,15.0,-11.499999999999995,79.8,-88.7,45.099999999999994,15.0,-26.6,84.8,-120.89999999999999,58.199999999999996,15.0,-38.6,92.7,-148.29999999999998,67.1,15.0
2008-03-01,3.0,7.8,-0.5,0.9,NaN,10.7,33.3,-7.8,12.200000000000001,7.4,16.0,61.5,-22.599999999999998,30.099999999999998,15.0,12.0,81.7,-46.9,34.699999999999996,15.0,-7.199999999999999,84.2,-83.89999999999999,41.5,15.0,-20.200000000000003,91.89999999999999,-114.30000000000001,54.699999999999996,15.0,-31.4,101.0,-141.9,68.0,15.0
2008-03-02,2.6,5.3,0.7,8.8,0.2,14.4,37.4,-4.6,16.6,0.2,14.2,57.2,-20.700000000000003,36.5,15.2,18.0,85.8,-38.8,43.39999999999999,15.2,-3.7000000000000006,85.5,-79.2,45.5,15.2,-14.4,95.89999999999999,-107.4,62.099999999999994,15.2,-25.499999999999993,104.69999999999999,-133.70000000000005,74.8,15.2
2008-03-03,3.2,8.0,-0.1,3.8,NaN,16.5,39.300000000000004,-0.4999999999999999,20.400000000000002,0.2,11.5,54.7,-22.0,33.7,14.2,23.5,91.6,-33.39999999999999,47.19999999999999,15.2,6.4,96.8,-69.6,48.5,15.2,-7.299999999999996,103.1,-99.6,65.8,15.2,-21.2,109.6,-128.60000000000002,76.19999999999999,15.2
2008-03-04,1.8,3.9,0.5,4.0,4.0,15.2,34.800000000000004,2.3,22.0,4.2,15.899999999999999,57.4,-17.0,37.1,18.2,26.8,91.5,-27.1,48.099999999999994,19.2,14.000000000000004,101.8,-59.00000000000001,52.5,19.2,-2.8,105.5,-91.6,65.7,19.2,-18.699999999999996,111.0,-125.39999999999999,76.19999999999999,19.2
2008-03-05,2.8,8.0,-1.7,0.3,NaN,13.400000000000002,33.0,-1.1,17.8,4.2,20.200000000000003,61.0,-11.5,36.9,18.2,29.1,94.3,-23.700000000000003,47.8,19.2,18.9,107.10000000000001,-53.70000000000001,51.89999999999999,19.2,1.9000000000000017,112.80000000000001,-89.8,62.89999999999999,19.2,-13.2,117.8,-121.99999999999999,75.99999999999999,19.2
2008-03-06,4.3,7.8,1.5,5.1,0.1,14.7,33.0,0.9000000000000001,22.0,4.3,25.4,66.3,-6.9,34.2,11.700000000000001,30.700000000000003,94.5,-21.7,52.099999999999994,19.3,26.700000000000006,114.7,-46.00000000000001,56.699999999999996,19.3,7.5,117.19999999999999,-83.0,63.50000000000001,19.3,-5.500000000000001,124.89999999999999,-113.4,76.69999999999999,19.3
2008-03-07,4.5,9.6,0.1,0.0,NaN,16.6,37.3,0.30000000000000016,13.2,4.1,31.000000000000004,74.7,-4.3,29.800000000000004,4.3,30.8,94.5,-20.400000000000002,49.699999999999996,19.3,34.6,123.10000000000001,-38.5,56.6,19.3,12.900000000000002,122.8,-78.9,58.7,19.3,2.200000000000001,133.2,-107.10000000000001,75.29999999999998,19.3
2008-03-08,5.3,10.8,0.4,1.0,NaN,18.7,40.099999999999994,0.8,10.399999999999999,4.1,35.199999999999996,79.4,0.30000000000000016,30.8,4.3,30.200000000000003,94.79999999999998,-21.2,44.1,18.3,42.199999999999996,131.7,-32.60000000000001,57.6,19.3,25.100000000000005,136.9,-68.8,58.900000000000006,19.3,11.400000000000002,143.20000000000002,-98.8,76.19999999999999,19.3
2008-03-09,5.9,11.8,3.0,4.1,NaN,22.799999999999997,48.0,3.3,10.5,0.1,38.0,82.8,5.6,32.5,4.3,38.699999999999996,105.39999999999999,-13.7,47.6,18.3,49.599999999999994,139.5,-23.8,58.6,19.3,36.800000000000004,149.8,-55.7,63.0,19.299999999999997,20.0,153.50000000000003,-88.3,76.19999999999999,19.3
2008-03-10,6.5,11.3,3.4,4.5,NaN,26.5,51.3,8.4,14.7,0.1,39.9,84.3,7.3,32.5,4.3,46.7,112.29999999999998,-3.1,51.6,18.3,55.6,145.6,-15.299999999999999,62.50000000000001,19.3,45.400000000000006,158.4,-45.300000000000004,66.6,19.3,28.4,164.10000000000005,-81.39999999999999,77.59999999999998,19.3
2008-03-11,10.9,16.3,6.8,3.6,NaN,33.1,59.8,13.7,13.2,0.0,47.8,92.8,14.600000000000001,35.2,4.3,58.49999999999999,126.09999999999998,6.799999999999999,47.400000000000006,11.700000000000001,63.79999999999999,154.3,-8.000000000000004,65.3,19.3,59.800000000000004,174.5,-32.300000000000004,69.89999999999999,19.3,40.6,177.00000000000003,-69.3,76.69999999999999,19.3
2008-03-12,12.5,19.2,8.0,0.8,NaN,41.1,69.4,21.6,14.0,0.0,57.7,106.7,21.9,27.2,4.1,72.1,144.1,17.3,43.800000000000004,4.3,71.9,163.9,1.2000000000000002,63.7,19.299999999999997,75.7,192.5,-16.900000000000002,70.6,19.3,54.0,192.20000000000002,-57.3,72.7,19.3
2008-03-13,9.9,12.0,7.2,9.9,0.4,45.699999999999996,70.60000000000001,28.4,22.9,0.4,64.4,110.7,29.2,33.3,4.5,80.9,150.0,28.7,53.699999999999996,4.7,75.9,165.39999999999998,7.200000000000001,67.0,18.7,87.9,202.3,-4.2,80.5,19.699999999999996,70.80000000000001,207.50000000000003,-40.4,81.8,19.7
