key,format,scaling,pca,model,level,mse,additional,train_time,test_time
00000,1,standard,True,random_forest,True,1.104089219330855,0.5464684014869888,4.966403245925903,0.07779884338378906
00001,1,standard,True,random_forest,False,111807.84481118344,0.19065531514008682,5.154223918914795,0.07758688926696777
00010,1,standard,True,svm,True,0.8029739776951673,0.5130111524163569,0.03125715255737305,0.008402824401855469
00011,1,standard,True,svm,False,144217.885465846,-0.04395160519043673,0.026134967803955078,0.005394935607910156
00020,1,standard,True,decision_tree,True,0.9516728624535316,0.6059479553903345,0.007580757141113281,0.015508890151977539
00021,1,standard,True,decision_tree,False,290157.75427620206,-1.1003681502931855,0.0074710845947265625,0.0005970001220703125
00100,1,standard,False,random_forest,True,0.8141263940520446,0.620817843866171,15.050617218017578,0.07320690155029297
00101,1,standard,False,random_forest,False,99876.07646037707,0.27702593888310845,14.594712018966675,0.07886409759521484
00110,1,standard,False,svm,True,0.7992565055762082,0.5687732342007435,0.03712010383605957,0.009657859802246094
00111,1,standard,False,svm,False,141938.9821940811,-0.027455282831056804,0.03849291801452637,0.010185003280639648
00120,1,standard,False,decision_tree,True,0.7360594795539034,0.6951672862453532,0.025725841522216797,0.0009860992431640625
00121,1,standard,False,decision_tree,False,187291.89809873837,-0.35575193761696045,0.027138233184814453,0.0007197856903076172
01000,1,robust,True,random_forest,True,1.2230483271375465,0.550185873605948,5.091368198394775,0.09212207794189453
01001,1,robust,True,random_forest,False,119263.7717176816,0.13668401444406697,4.979600191116333,0.07562494277954102
01010,1,robust,True,svm,True,1.0260223048327137,0.45724907063197023,0.02542591094970703,0.006527423858642578
01011,1,robust,True,svm,False,146342.66157560627,-0.05933224555476824,0.026011943817138672,0.006553173065185547
01020,1,robust,True,decision_tree,True,1.1598513011152416,0.587360594795539,0.008334159851074219,0.0010628700256347656
01021,1,robust,True,decision_tree,False,446400.2356874655,-2.2313623313641138,0.008123159408569336,0.019128084182739258
01100,1,robust,False,random_forest,True,0.8141263940520446,0.620817843866171,15.001149892807007,0.08492112159729004
01101,1,robust,False,random_forest,False,99887.93303672288,0.2769401125525649,15.022368907928467,0.07357406616210938
01110,1,robust,False,svm,True,0.9442379182156134,0.4944237918215613,0.03950905799865723,0.012779951095581055
01111,1,robust,False,svm,False,144405.34455515895,-0.04530856737694822,0.04033493995666504,0.01002192497253418
01120,1,robust,False,decision_tree,True,0.7360594795539034,0.6951672862453532,0.029163122177124023,0.0009641647338867188
01121,1,robust,False,decision_tree,False,187291.89809873837,-0.35575193761696045,0.02623581886291504,0.0006561279296875
02000,1,minmax,True,random_forest,True,1.0817843866171004,0.5613382899628253,5.223176956176758,0.07306694984436035
02001,1,minmax,True,random_forest,False,132551.98792924418,0.040494456544442836,5.072235107421875,0.07206511497497559
02010,1,minmax,True,svm,True,0.9107806691449815,0.4944237918215613,0.02443718910217285,0.005975008010864258
02011,1,minmax,True,svm,False,142987.62375626815,-0.035046096124279336,0.02470707893371582,0.005480766296386719
02020,1,minmax,True,decision_tree,True,0.929368029739777,0.6319702602230484,0.007711172103881836,0.008449077606201172
02021,1,minmax,True,decision_tree,False,293775.4859106874,-1.1265558643535445,0.008898019790649414,0.0009920597076416016
02100,1,minmax,False,random_forest,True,0.8141263940520446,0.620817843866171,14.75458574295044,0.07481813430786133
02101,1,minmax,False,random_forest,False,99814.0242320891,0.2774751170354409,14.417822360992432,0.0749819278717041
02110,1,minmax,False,svm,True,1.0446096654275092,0.3754646840148699,0.03712320327758789,0.010439157485961914
02111,1,minmax,False,svm,False,146789.05936331273,-0.06256359016590518,0.03688383102416992,0.010698080062866211
02120,1,minmax,False,decision_tree,True,0.7360594795539034,0.6951672862453532,0.02577805519104004,0.0010218620300292969
02121,1,minmax,False,decision_tree,False,187236.72158077057,-0.3553525307450929,0.026190996170043945,0.0007460117340087891
03000,1,normalizer,True,random_forest,True,0.8773234200743495,0.5799256505576208,4.987736225128174,0.07210278511047363
03001,1,normalizer,True,random_forest,False,62763.89715823686,0.5456702823321727,5.052608013153076,0.07160806655883789
03010,1,normalizer,True,svm,True,1.4312267657992566,0.2825278810408922,0.02557516098022461,0.006022930145263672
03011,1,normalizer,True,svm,False,153123.13702067616,-0.10841414827418783,0.02709197998046875,0.005910634994506836
03020,1,normalizer,True,decision_tree,True,0.8401486988847584,0.6802973977695167,0.007758140563964844,0.0023839473724365234
03021,1,normalizer,True,decision_tree,False,159680.59645369515,-0.15588170251656752,0.008247852325439453,0.0007081031799316406
03100,1,normalizer,False,random_forest,True,0.8698884758364313,0.6282527881040892,16.001934051513672,0.07795095443725586
03101,1,normalizer,False,random_forest,False,64546.34299812535,0.5327676718847516,16.81766700744629,0.07396292686462402
03110,1,normalizer,False,svm,True,1.486988847583643,0.2825278810408922,0.0391697883605957,0.01011514663696289
03111,1,normalizer,False,svm,False,153584.665197842,-0.111755017403121,0.040416717529296875,0.01169729232788086
03120,1,normalizer,False,decision_tree,True,0.8364312267657993,0.7100371747211895,0.029551982879638672,0.0010192394256591797
03121,1,normalizer,False,decision_tree,False,146152.80344016862,-0.0579579173664968,0.028706073760986328,0.0007669925689697266
04000,1,nothing,True,random_forest,True,0.8661710037174721,0.5799256505576208,4.8391218185424805,0.07531023025512695
04001,1,nothing,True,random_forest,False,69895.19415335587,0.4940488837719553,4.7944231033325195,0.0715630054473877
04010,1,nothing,True,svm,True,1.486988847583643,0.2825278810408922,0.015746116638183594,0.0038619041442871094
04011,1,nothing,True,svm,False,153869.8817120587,-0.11381961734425583,0.02987194061279297,0.003426074981689453
04020,1,nothing,True,decision_tree,True,0.5910780669144982,0.6765799256505576,0.007776021957397461,0.012480020523071289
04021,1,nothing,True,decision_tree,False,147263.31678275802,-0.0659966026019434,0.007547855377197266,0.0006170272827148438
04100,1,nothing,False,random_forest,True,0.8178438661710037,0.6171003717472119,14.464902877807617,0.07842206954956055
04101,1,nothing,False,random_forest,False,99936.64721029952,0.27658748472463224,14.449203968048096,0.07240605354309082
04110,1,nothing,False,svm,True,1.486988847583643,0.2825278810408922,0.028751134872436523,0.008254766464233398
04111,1,nothing,False,svm,False,153868.94711471026,-0.11381285206407599,0.02894425392150879,0.0077898502349853516
04120,1,nothing,False,decision_tree,True,0.7360594795539034,0.6951672862453532,0.026715993881225586,0.001110076904296875
04121,1,nothing,False,decision_tree,False,187291.89809873837,-0.35575193761696045,0.025717973709106445,0.003910064697265625
10000,2,standard,True,random_forest,True,1.237918215613383,0.550185873605948,4.89299201965332,0.08081793785095215
10001,2,standard,True,random_forest,False,100514.22897536786,0.2724065372032888,5.0589759349823,0.08571195602416992
10010,2,standard,True,svm,True,0.7732342007434945,0.5204460966542751,0.02477407455444336,0.006949901580810547
10011,2,standard,True,svm,False,144785.24316282367,-0.048058543636828155,0.025722265243530273,0.006158113479614258
10020,2,standard,True,decision_tree,True,1.063197026022305,0.6022304832713755,0.007841110229492188,0.0009968280792236328
10021,2,standard,True,decision_tree,False,236938.48839769192,-0.7151292608068689,0.007396221160888672,0.0005929470062255859
10100,2,standard,False,random_forest,True,0.8401486988847584,0.6059479553903345,15.056901216506958,0.07997298240661621
10101,2,standard,False,random_forest,False,89833.49681649437,0.34972127140458664,14.869995832443237,0.07610130310058594
10110,2,standard,False,svm,True,0.7955390334572491,0.5724907063197026,0.036543846130371094,0.011355161666870117
10111,2,standard,False,svm,False,141858.3087481215,-0.026871311064075698,0.03843832015991211,0.011763811111450195
10120,2,standard,False,decision_tree,True,0.6654275092936803,0.6914498141263941,0.026022911071777344,0.0009770393371582031
10121,2,standard,False,decision_tree,False,137993.9242606849,0.001101851735401338,0.026250839233398438,0.0006868839263916016
11000,2,robust,True,random_forest,True,1.1524163568773234,0.5315985130111525,4.750866889953613,0.0773003101348877
11001,2,robust,True,random_forest,False,94463.26538131568,0.31620771440509754,4.713735818862915,0.07604408264160156
11010,2,robust,True,svm,True,1.0148698884758365,0.45724907063197023,0.027076005935668945,0.007117033004760742
11011,2,robust,True,svm,False,147228.94667579792,-0.06574780732793384,0.026784896850585938,0.00566411018371582
11020,2,robust,True,decision_tree,True,0.8810408921933085,0.6282527881040892,0.007439136505126953,0.0013091564178466797
11021,2,robust,True,decision_tree,False,302148.6505183169,-1.1871667837580495,0.006947040557861328,0.022617101669311523
11100,2,robust,False,random_forest,True,0.8401486988847584,0.6059479553903345,14.972476243972778,0.07796788215637207
11101,2,robust,False,random_forest,False,89729.39392696433,0.35047484214429614,14.922086954116821,0.07179999351501465
11110,2,robust,False,svm,True,0.9479553903345725,0.49070631970260226,0.03670024871826172,0.012108802795410156
11111,2,robust,False,svm,False,144418.59185447224,-0.04540446074924276,0.037333011627197266,0.010664939880371094
11120,2,robust,False,decision_tree,True,0.6654275092936803,0.6914498141263941,0.025947093963623047,0.0009839534759521484
11121,2,robust,False,decision_tree,False,138543.49222838564,-0.0028763120005961262,0.02690410614013672,0.0006940364837646484
12000,2,minmax,True,random_forest,True,1.033457249070632,0.5539033457249071,5.221848011016846,0.07531118392944336
12001,2,minmax,True,random_forest,False,143229.22627837796,-0.036794986977586985,5.318020820617676,0.07919907569885254
12010,2,minmax,True,svm,True,0.8810408921933085,0.5130111524163569,0.023962736129760742,0.006308317184448242
12011,2,minmax,True,svm,False,143152.13444487622,-0.03623694146838252,0.02654099464416504,0.005738019943237305
12020,2,minmax,True,decision_tree,True,0.9851301115241635,0.6022304832713755,0.009180307388305664,0.0011730194091796875
12021,2,minmax,True,decision_tree,False,263224.8320157684,-0.905408507559361,0.009566068649291992,0.022110939025878906
12100,2,minmax,False,random_forest,True,0.8364312267657993,0.6096654275092936,14.8940269947052,0.07830405235290527
12101,2,minmax,False,random_forest,False,89774.91985531648,0.35014529310239006,14.880967140197754,0.0780649185180664
12110,2,minmax,False,svm,True,1.0743494423791822,0.3680297397769517,0.03930211067199707,0.011723995208740234
12111,2,minmax,False,svm,False,146781.10724987654,-0.06250602711427966,0.038125038146972656,0.010453939437866211
12120,2,minmax,False,decision_tree,True,0.6691449814126395,0.6877323420074349,0.026328086853027344,0.0009527206420898438
12121,2,minmax,False,decision_tree,False,137973.4943589798,0.0012497378911997536,0.027287960052490234,0.0006418228149414062
13000,2,normalizer,True,random_forest,True,0.9479553903345725,0.587360594795539,5.2008161544799805,0.07735586166381836
